time(ms),angle_x(deg),angle_y(deg),angle_z(deg),acc_x(g),acc_y(g),acc_z(g),motor_pos
21414,-0.83,-3.86,-122.86,-0.0143,-0.0671,-0.9963,-1
21478,-0.83,-3.86,-122.86,-0.0144,-0.0673,-0.9963,0
21541,-0.82,-3.86,-122.86,-0.0143,-0.0672,-0.9965,0
21605,-0.82,-3.86,-122.86,-0.0144,-0.0672,-0.9966,-1
21669,-0.82,-3.86,-122.86,-0.0141,-0.0673,-0.9965,1
21733,-0.82,-3.86,-122.86,-0.014,-0.0671,-0.996,-1
21797,-0.82,-3.86,-122.86,-0.0141,-0.0673,-0.9958,0
21861,-0.81,-3.86,-122.86,-0.0142,-0.0672,-0.996,0
21925,-0.81,-3.86,-122.86,-0.0145,-0.0671,-0.9966,-1
21989,-0.82,-3.86,-122.86,-0.0144,-0.0673,-0.9969,1
22053,-0.82,-3.86,-122.86,-0.0145,-0.0672,-0.9968,-1
22117,-0.82,-3.86,-122.86,-0.0145,-0.0672,-0.9966,0
22181,-0.82,-3.86,-122.86,-0.0144,-0.0672,-0.9965,0
22245,-0.83,-3.86,-122.86,-0.0145,-0.0671,-0.9965,-1
22309,-0.83,-3.86,-122.86,-0.0144,-0.0672,-0.9964,1
22372,-0.83,-3.86,-122.86,-0.0145,-0.0672,-0.9963,-1
22436,-0.83,-3.86,-122.86,-0.0145,-0.0671,-0.9963,0
22500,-0.83,-3.86,-122.86,-0.0144,-0.0673,-0.9961,0
22564,-0.83,-3.86,-122.86,-0.0144,-0.0672,-0.9959,-1
22628,-0.83,-3.86,-122.86,-0.0142,-0.0672,-0.996,1
22692,-0.82,-3.86,-122.86,-0.0142,-0.0672,-0.9963,-1
22756,-0.82,-3.86,-122.86,-0.0143,-0.0672,-0.9963,0
22820,-0.82,-3.86,-122.86,-0.0143,-0.0673,-0.9963,1
22884,-0.82,-3.86,-122.86,-0.0142,-0.0672,-0.9964,-1
22948,-0.82,-3.86,-122.86,-0.0142,-0.0671,-0.9963,1
23012,-0.82,-3.86,-122.86,-0.0144,-0.0672,-0.9963,-1
23075,-0.82,-3.86,-122.86,-0.0145,-0.0671,-0.9963,-1
23139,-0.82,-3.86,-122.86,-0.0141,-0.0672,-0.9961,1
23203,-0.82,-3.86,-122.86,-0.0141,-0.0673,-0.9962,-1
23267,-0.82,-3.86,-122.86,-0.0143,-0.0672,-0.9962,1
23331,-0.82,-3.86,-122.86,-0.0145,-0.0672,-0.9964,-1
23395,-0.82,-3.86,-122.86,-0.0143,-0.0672,-0.9966,-1
23459,-0.82,-3.86,-122.86,-0.0141,-0.0671,-0.9964,1
23523,-0.82,-3.86,-122.86,-0.0143,-0.0672,-0.9962,2
23587,-0.82,-3.86,-122.86,-0.0155,-0.0671,-0.9964,250
23651,-0.85,-3.86,-122.86,-0.0214,-0.067,-0.9964,1183
23715,-0.95,-3.86,-122.86,-0.0305,-0.0671,-0.9965,2932
23779,-1.1,-3.85,-122.86,-0.035,-0.0671,-0.9965,5469
23842,-1.27,-3.85,-122.86,-0.0354,-0.0671,-0.9964,8852
23906,-1.44,-3.85,-122.86,-0.0344,-0.0671,-0.9964,13019
23970,-1.6,-3.85,-122.86,-0.0338,-0.067,-0.9965,18021
24034,-1.76,-3.85,-122.86,-0.035,-0.0671,-0.9964,23848
24098,-1.9,-3.85,-122.86,-0.0348,-0.0671,-0.9964,30491
24162,-1.98,-3.85,-122.86,-0.0342,-0.067,-0.9963,37923
24226,-1.99,-3.85,-122.86,-0.0345,-0.0672,-0.9962,46229
24290,-1.98,-3.85,-122.86,-0.0349,-0.0671,-0.9962,55305
24354,-1.98,-3.85,-122.86,-0.0352,-0.067,-0.9962,65169
24418,-1.99,-3.85,-122.86,-0.0354,-0.0671,-0.9963,75880
24481,-2,-3.85,-122.86,-0.0355,-0.0671,-0.9964,87476
24546,-2,-3.85,-122.86,-0.0343,-0.0672,-0.9964,99796
24609,-2,-3.85,-122.86,-0.035,-0.0671,-0.9964,112979
24673,-2.02,-3.85,-122.86,-0.0378,-0.067,-0.9964,126947
24737,-2.05,-3.85,-122.86,-0.0379,-0.0671,-0.9963,141755
24801,-2.07,-3.85,-122.86,-0.0363,-0.0671,-0.9963,157375
24865,-2.07,-3.85,-122.86,-0.0357,-0.067,-0.9964,173819
24929,-2.07,-3.85,-122.86,-0.0364,-0.0671,-0.9963,191069
24993,-2.08,-3.85,-122.86,-0.035,-0.067,-0.9961,209121
25057,-2.08,-3.85,-122.86,-0.034,-0.067,-0.9962,228021
25121,-2.06,-3.85,-122.86,-0.0339,-0.067,-0.9963,247754
25185,-2.02,-3.85,-122.86,-0.0342,-0.0669,-0.9961,268330
25249,-2,-3.85,-122.86,-0.0345,-0.0671,-0.9962,289590
25312,-1.99,-3.85,-122.86,-0.0342,-0.067,-0.9964,311759
25376,-1.98,-3.85,-122.86,-0.0333,-0.0669,-0.9963,334749
25440,-1.98,-3.85,-122.86,-0.0348,-0.067,-0.9962,358593
25504,-1.98,-3.85,-122.85,-0.0362,-0.067,-0.9962,383153
25568,-1.98,-3.85,-122.85,-0.0347,-0.067,-0.9964,408477
25632,-1.98,-3.85,-122.85,-0.0308,-0.0671,-0.9965,434072
25696,-1.98,-3.85,-122.85,-0.0221,-0.0671,-0.9962,459755
25760,-1.98,-3.85,-122.85,-0.0146,-0.0672,-0.9961,485144
25824,-1.98,-3.85,-122.85,-0.0124,-0.0671,-0.9962,510736
25888,-1.97,-3.84,-122.86,-0.014,-0.067,-0.9963,536311
25952,-1.97,-3.84,-122.86,-0.0149,-0.0672,-0.9964,561855
26015,-1.97,-3.84,-122.86,-0.0141,-0.0671,-0.9964,587526
26080,-1.97,-3.84,-122.86,-0.0135,-0.0671,-0.9964,613013
26143,-1.97,-3.84,-122.86,-0.0127,-0.0672,-0.9963,638649
26207,-0.78,-3.85,-122.86,-0.0125,-0.067,-0.9962,664152
26271,-0.78,-3.85,-122.86,-0.0134,-0.0669,-0.9962,689692
26335,-0.79,-3.85,-122.86,-0.0154,-0.0669,-0.9963,715304
26399,-0.79,-3.85,-122.86,-0.017,-0.0668,-0.9963,740794
26463,-0.79,-3.85,-122.86,-0.0163,-0.0669,-0.9965,766475
26527,-0.79,-3.84,-122.86,-0.0134,-0.0668,-0.9966,791963
26591,-0.79,-3.84,-122.86,-0.0102,-0.0667,-0.9965,817286
26655,-0.78,-3.84,-122.86,-0.0044,-0.0668,-0.9963,841957
26719,-0.68,-3.84,-122.86,0.0017,-0.0667,-0.9962,865640
26782,-0.54,-3.83,-122.86,0.0048,-0.0667,-0.9963,888679
26846,-0.4,-3.83,-122.86,0.0054,-0.0667,-0.9961,910800
26910,-0.4,-3.83,-122.86,0.0067,-0.0666,-0.996,932082
26974,-0.4,-3.83,-122.86,0.0074,-0.0666,-0.9963,952595
27038,-0.4,-3.82,-122.86,0.0067,-0.0666,-0.9965,972355
27102,-0.4,-3.82,-122.86,0.0057,-0.0664,-0.9964,991235
27166,-0.39,-3.82,-122.86,0.0058,-0.0665,-0.9961,1009229
27230,-0.39,-3.82,-122.86,0.0073,-0.0664,-0.9959,1026492
27294,-0.39,-3.82,-122.85,0.008,-0.0664,-0.996,1042923
27358,-0.39,-3.82,-122.85,0.0076,-0.0664,-0.9964,1058537
27422,-0.39,-3.81,-122.85,0.0075,-0.0663,-0.9964,1073312
27486,-0.38,-3.81,-122.85,0.0063,-0.0664,-0.9961,1087305
27550,-0.38,-3.81,-122.85,0.0045,-0.0663,-0.9961,1100467
27614,0.38,-3.81,-122.85,0.0044,-0.0662,-0.9961,1112790
27677,0.38,-3.81,-122.85,0.0042,-0.0663,-0.9959,1124330
27741,0.38,-3.81,-122.85,0.0056,-0.0662,-0.996,1135011
27805,0.38,-3.81,-122.85,0.0072,-0.0662,-0.9961,1144914
27869,0.38,-3.81,-122.85,0.0064,-0.0663,-0.9963,1153975
27933,0.32,-3.81,-122.85,0.0068,-0.0662,-0.9963,1162223
27997,0.33,-3.8,-122.85,0.0068,-0.0663,-0.9966,1169666
28061,0.35,-3.8,-122.85,0.0067,-0.0663,-0.9968,1176291
28125,0.38,-3.8,-122.85,0.0076,-0.0662,-0.9965,1182075
28189,0.4,-3.8,-122.85,0.0071,-0.0663,-0.9959,1187073
28253,0.4,-3.8,-122.85,0.0069,-0.0662,-0.9959,1191231
28316,0.4,-3.8,-122.85,0.0066,-0.0662,-0.9963,1194574
28380,0.39,-3.8,-122.85,0.0062,-0.0662,-0.9965,1197122
28444,0.39,-3.8,-122.85,0.0063,-0.0662,-0.9965,1198836
28508,0.39,-3.8,-122.85,0.0065,-0.0662,-0.9969,1199740
28572,0.38,-3.8,-122.85,0.0061,-0.0662,-0.9974,1199984
28636,0.35,-3.8,-122.85,0.0013,-0.0661,-0.9975,1200001
28700,0.27,-3.8,-122.85,-0.0075,-0.0661,-0.9971,1200002
28764,0.13,-3.8,-122.85,-0.0125,-0.066,-0.9964,1200001
28828,-0.03,-3.79,-122.85,-0.0134,-0.066,-0.9963,1200002
28892,-0.19,-3.79,-122.85,-0.0136,-0.0661,-0.9966,1200000
28955,-0.35,-3.79,-122.85,-0.0137,-0.0661,-0.9967,1200001
29019,-0.52,-3.79,-122.85,-0.0138,-0.066,-0.9969,1200000
29083,-0.67,-3.79,-122.85,-0.0136,-0.066,-0.9963,1200000
29147,-0.75,-3.79,-122.85,-0.0135,-0.0661,-0.9962,1200001
29211,-0.78,-3.79,-122.85,-0.0136,-0.0661,-0.9961,1200000
29275,-0.78,-3.79,-122.85,-0.0137,-0.0661,-0.996,1200000
29339,-0.78,-3.79,-122.85,-0.0136,-0.0661,-0.9964,1200000
29403,-0.78,-3.8,-122.85,-0.0135,-0.0661,-0.9964,1199999
29467,-0.78,-3.8,-122.85,-0.0135,-0.066,-0.9963,1200001
29531,-0.78,-3.8,-122.85,-0.0135,-0.0661,-0.9962,1200000
29595,-0.78,-3.8,-122.85,-0.0135,-0.0661,-0.996,1200000
29659,-0.78,-3.8,-122.85,-0.0136,-0.0661,-0.996,1200000
29722,-0.78,-3.79,-122.85,-0.0136,-0.0661,-0.9962,1199999
29786,-0.78,-3.79,-122.85,-0.0135,-0.0661,-0.9965,1200000
29851,-0.78,-3.79,-122.85,-0.0136,-0.066,-0.9965,1200000
29914,-0.78,-3.79,-122.85,-0.0137,-0.066,-0.996,1200000
29978,-0.78,-3.79,-122.85,-0.0137,-0.0661,-0.9957,1200000
30042,-0.78,-3.79,-122.85,-0.0135,-0.0661,-0.9958,1199999
30106,-0.78,-3.79,-122.85,-0.0135,-0.066,-0.9954,1200001
30170,-0.78,-3.79,-122.85,-0.0136,-0.066,-0.9955,1200000
30234,-0.78,-3.79,-122.85,-0.0135,-0.0661,-0.996,1200000
30298,-0.78,-3.79,-122.85,-0.0135,-0.0661,-0.9963,1200000
30362,-0.78,-3.8,-122.85,-0.0136,-0.0661,-0.9963,1200000
30426,-0.78,-3.8,-122.85,-0.0136,-0.066,-0.9965,1200000
30490,-0.78,-3.79,-122.85,-0.0136,-0.0661,-0.9967,1200000
30553,-0.78,-3.79,-122.85,-0.0137,-0.0661,-0.9966,1200000
30617,-0.78,-3.79,-122.85,-0.0136,-0.0661,-0.9966,1200000
30682,-0.78,-3.79,-122.85,-0.0134,-0.0661,-0.9964,1199999
30745,-0.78,-3.79,-122.85,-0.0135,-0.066,-0.9961,1200001
30809,-0.78,-3.79,-122.85,-0.0136,-0.0661,-0.9964,1200000
30873,-0.78,-3.79,-122.85,-0.0135,-0.0661,-0.9961,1200000
30937,-0.78,-3.79,-122.85,-0.0134,-0.066,-0.9955,1200000
31001,-0.77,-3.79,-122.85,-0.0133,-0.0661,-0.9955,1200000
31065,-0.77,-3.79,-122.85,-0.0134,-0.0661,-0.9957,1200000
31129,-0.77,-3.79,-122.85,-0.0133,-0.0661,-0.9956,1200000
31193,-0.77,-3.8,-122.85,-0.0133,-0.0661,-0.9958,1200000
31256,-0.77,-3.8,-122.85,-0.0134,-0.0661,-0.9962,1200000
31320,-0.77,-3.8,-122.85,-0.0136,-0.0661,-0.9963,1200000
31384,-0.77,-3.8,-122.85,-0.0138,-0.0661,-0.9962,1200000
31448,-0.77,-3.8,-122.85,-0.0137,-0.0662,-0.9963,1200000
31512,-0.78,-3.8,-122.85,-0.0136,-0.0661,-0.9962,1200000
31576,-0.78,-3.8,-122.85,-0.0136,-0.066,-0.9962,1200000
31640,-0.78,-3.8,-122.85,-0.0138,-0.066,-0.9964,1200000
31704,-0.78,-3.79,-122.85,-0.0138,-0.066,-0.9965,1200000
31768,-0.79,-3.79,-122.85,-0.0138,-0.0661,-0.9963,1200000
31832,-0.79,-3.79,-122.85,-0.0138,-0.0661,-0.9964,1200000
31896,-0.79,-3.79,-122.85,-0.0137,-0.066,-0.9964,1200000
31960,-0.79,-3.79,-122.85,-0.0136,-0.066,-0.9963,1200000
32023,-0.79,-3.79,-122.85,-0.0134,-0.066,-0.9962,1200000
32087,-0.78,-3.79,-122.85,-0.0136,-0.0661,-0.9962,1200000
32151,-0.78,-3.79,-122.85,-0.0139,-0.0661,-0.9964,1200000
32215,-0.79,-3.79,-122.85,-0.0138,-0.0661,-0.9965,1200000
32279,-0.78,-3.79,-122.85,-0.0136,-0.0661,-0.9965,1200000
32343,-0.78,-3.79,-122.85,-0.0136,-0.0661,-0.9965,1200000
32407,-0.78,-3.79,-122.85,-0.0136,-0.066,-0.9966,1200000
32471,-0.78,-3.79,-122.85,-0.0137,-0.066,-0.9966,1200000
32535,-0.79,-3.79,-122.85,-0.0136,-0.066,-0.9964,1200001
32599,-0.78,-3.79,-122.85,-0.0138,-0.066,-0.9963,1200000
32663,-0.78,-3.79,-122.85,-0.0137,-0.066,-0.9963,1200000
32727,-0.78,-3.79,-122.85,-0.0136,-0.0661,-0.9963,1200000
32790,-0.78,-3.79,-122.85,-0.0136,-0.066,-0.9965,1200000
32854,-0.78,-3.79,-122.85,-0.0136,-0.066,-0.9965,1200000
32918,-0.78,-3.79,-122.85,-0.0136,-0.066,-0.9962,1200000
32982,-0.78,-3.79,-122.85,-0.0136,-0.066,-0.9963,1200000
33046,-0.78,-3.79,-122.85,-0.0136,-0.066,-0.9966,1200000
33110,-0.78,-3.79,-122.85,-0.0137,-0.0661,-0.9966,1200000
33174,-0.78,-3.79,-122.85,-0.0138,-0.066,-0.9965,1200000
33238,-0.78,-3.79,-122.85,-0.0137,-0.066,-0.9964,1200000
33302,-0.78,-3.79,-122.85,-0.0136,-0.0661,-0.9962,1200000
33366,-0.78,-3.79,-122.85,-0.0135,-0.0661,-0.9955,1200000
33430,-0.78,-3.79,-122.85,-0.0136,-0.0662,-0.9952,1200000
33494,-0.78,-3.8,-122.85,-0.0138,-0.0661,-0.9961,1200000
33557,-0.78,-3.8,-122.85,-0.0137,-0.0661,-0.9967,1200000
33621,-0.78,-3.8,-122.85,-0.0137,-0.0661,-0.9965,1199999
33686,-0.78,-3.8,-122.85,-0.0133,-0.066,-0.9962,1199872
33749,-0.76,-3.8,-122.85,-0.0082,-0.0661,-0.9963,1199077
33813,-0.68,-3.8,-122.85,0.0006,-0.0661,-0.9971,1197558
33877,-0.54,-3.79,-122.85,0.0059,-0.0662,-0.9975,1195170
33941,-0.37,-3.79,-122.85,0.0075,-0.0663,-0.9971,1192019
34005,-0.19,-3.8,-122.85,0.0065,-0.0663,-0.9965,1188011
34069,-0.03,-3.8,-122.85,0.0062,-0.0663,-0.9962,1183214
34133,0.14,-3.8,-122.85,0.0068,-0.0663,-0.9968,1177568
34197,0.29,-3.8,-122.85,0.0069,-0.0663,-0.9967,1171118
34260,0.36,-3.8,-122.85,0.0063,-0.0662,-0.9961,1163858
34324,0.38,-3.8,-122.85,0.006,-0.0662,-0.9961,1155792
34388,0.38,-3.8,-122.85,0.0072,-0.0663,-0.9961,1146889
34452,0.38,-3.81,-122.85,0.0072,-0.0663,-0.996,1137165
34516,0.38,-3.81,-122.85,0.0057,-0.0663,-0.996,1126667
34580,0.37,-3.81,-122.85,0.0054,-0.0663,-0.9963,1115301
34644,0.36,-3.81,-122.85,0.0069,-0.0663,-0.9965,1103154
34708,0.37,-3.81,-122.85,0.0065,-0.0662,-0.9964,1090145
34772,0.36,-3.81,-122.85,0.0042,-0.0662,-0.9967,1076359
34836,0.34,-3.8,-122.85,0.0034,-0.0663,-0.9969,1061748
34900,0.31,-3.81,-122.85,0.0046,-0.0664,-0.9964,1046296
34964,0.3,-3.81,-122.85,0.006,-0.0664,-0.9957,1030069
35027,0.31,-3.81,-122.85,0.0063,-0.0664,-0.9956,1012987
35091,0.32,-3.81,-122.85,0.0076,-0.0663,-0.9959,995093
35155,0.32,-3.81,-122.85,0.0075,-0.0663,-0.9963,976413
35219,0.32,-3.81,-122.85,0.0067,-0.0664,-0.9964,956903
35283,0.32,-3.81,-122.85,0.0065,-0.0664,-0.9963,936588
35347,0.32,-3.81,-122.85,0.0059,-0.0665,-0.9964,915376
35411,0.31,-3.82,-122.85,0.0058,-0.0666,-0.9963,893383
35475,0.31,-3.82,-122.85,0.007,-0.0666,-0.9962,870610
35539,0.31,-3.82,-122.85,0.0079,-0.0666,-0.9963,847022
35603,0.31,-3.82,-122.85,0.0067,-0.0667,-0.9965,822548
35667,0.31,-3.83,-122.85,0.0042,-0.0667,-0.9965,797443
35730,0.31,-3.83,-122.85,0.0024,-0.0668,-0.9964,771875
35794,0.31,-3.83,-122.85,-0.0022,-0.0668,-0.9964,746376
35859,0.31,-3.84,-122.85,-0.0107,-0.0668,-0.9965,720739
35922,0.31,-3.84,-122.85,-0.0166,-0.0668,-0.9965,694989
35986,0.31,-3.84,-122.85,-0.0186,-0.0669,-0.9966,669576
36050,0.31,-3.84,-122.85,-0.0163,-0.0669,-0.9965,644065
36114,0.31,-3.85,-122.85,-0.0118,-0.0669,-0.9963,618438
36178,0.31,-3.85,-122.85,-0.0108,-0.067,-0.9962,592775
36242,0.31,-3.85,-122.85,-0.0127,-0.067,-0.9962,567255
36306,0.31,-3.85,-122.85,-0.0159,-0.0669,-0.9964,541627
36370,0.31,-3.85,-122.85,-0.0168,-0.0669,-0.9965,516107
36434,0.31,-3.85,-122.85,-0.0158,-0.0669,-0.9964,490647
36498,0.3,-3.85,-122.85,-0.0136,-0.067,-0.9963,465037
36561,0.3,-3.85,-122.85,-0.0115,-0.0671,-0.9963,439486
36626,0.3,-3.85,-122.85,-0.0129,-0.0671,-0.9963,413902
36689,0.3,-3.85,-122.85,-0.0176,-0.0671,-0.9964,388432
36753,0.3,-3.85,-122.85,-0.0226,-0.0671,-0.9964,363694
36818,0.3,-3.85,-122.85,-0.0276,-0.0671,-0.9965,339777
36881,-1.06,-3.85,-122.85,-0.0321,-0.067,-0.9965,316383
36945,-1.06,-3.85,-122.85,-0.0335,-0.067,-0.9964,294283
37009,-1.07,-3.85,-122.85,-0.0344,-0.067,-0.9963,272604
37073,-1.07,-3.85,-122.85,-0.0333,-0.067,-0.9964,252053
37137,-1.07,-3.85,-122.86,-0.0339,-0.067,-0.9965,232207
37201,-1.07,-3.85,-122.86,-0.0345,-0.067,-0.9965,213120
37264,-1.07,-3.85,-122.86,-0.0343,-0.067,-0.9963,194882
37328,-1.08,-3.85,-122.86,-0.034,-0.0671,-0.9962,177464
37392,-1.08,-3.85,-122.85,-0.0347,-0.067,-0.9965,160843
37456,-1.08,-3.85,-122.85,-0.0345,-0.067,-0.9965,145029
37520,-1.08,-3.85,-122.85,-0.0357,-0.067,-0.9965,130019
37584,-1.08,-3.85,-122.85,-0.0362,-0.0671,-0.9965,115847
37648,-1.08,-3.85,-122.85,-0.0357,-0.0671,-0.9965,102519
37712,-1.08,-3.85,-122.85,-0.0365,-0.0671,-0.9965,89998
37776,-1.08,-3.85,-122.85,-0.0365,-0.0672,-0.9966,78271
37840,-1.08,-3.85,-122.85,-0.0358,-0.0672,-0.9966,67379
37904,-1.09,-3.85,-122.85,-0.0353,-0.0672,-0.9964,57306
37968,-2.07,-3.85,-122.85,-0.0368,-0.067,-0.9964,48055
38032,-2.07,-3.85,-122.85,-0.036,-0.0671,-0.9965,39623
38095,-2.07,-3.85,-122.85,-0.035,-0.0672,-0.9963,31954
38159,-2.05,-3.85,-122.85,-0.0345,-0.0671,-0.9961,25176
38223,-2.04,-3.85,-122.85,-0.0347,-0.0671,-0.9963,19194
38287,-2.02,-3.85,-122.85,-0.0344,-0.0671,-0.9964,14012
38351,-2.02,-3.85,-122.85,-0.0347,-0.0671,-0.9963,9680
38415,-2.01,-3.85,-122.85,-0.0348,-0.0671,-0.9964,6128
38479,-1.99,-3.85,-122.85,-0.0345,-0.0671,-0.9966,3405
38543,-1.98,-3.85,-122.85,-0.0346,-0.0671,-0.9965,1487
38607,-1.98,-3.85,-122.85,-0.0342,-0.067,-0.9963,422
38671,-1.98,-3.85,-122.85,-0.0338,-0.067,-0.9963,42
38734,-1.96,-3.85,-122.85,-0.0299,-0.067,-0.9963,1
38799,-1.89,-3.85,-122.85,-0.0222,-0.067,-0.9964,-1
38862,-1.75,-3.85,-122.85,-0.0162,-0.0672,-0.9964,-1
38927,-1.6,-3.85,-122.85,-0.0146,-0.0672,-0.9964,-1
38990,-1.43,-3.85,-122.85,-0.0143,-0.0672,-0.9964,-1
39054,-1.27,-3.85,-122.85,-0.0142,-0.0672,-0.9965,-1
39118,-1.11,-3.85,-122.85,-0.0143,-0.0672,-0.9966,0
39182,-0.97,-3.86,-122.85,-0.0144,-0.0673,-0.9964,-1
39246,-0.87,-3.86,-122.85,-0.0143,-0.0672,-0.9963,1
39310,-0.83,-3.86,-122.85,-0.0143,-0.0672,-0.9964,-1
39374,-0.82,-3.86,-122.85,-0.0145,-0.0672,-0.9965,0
39438,-0.82,-3.86,-122.85,-0.0144,-0.0671,-0.9965,0
39502,-0.82,-3.86,-122.85,-0.0142,-0.0671,-0.9963,-1
39566,-0.82,-3.86,-122.85,-0.0143,-0.0671,-0.9964,1
39629,-0.82,-3.86,-122.85,-0.0145,-0.0671,-0.9964,-1
39693,-0.82,-3.86,-122.85,-0.0143,-0.0672,-0.9965,0
39757,-0.82,-3.86,-122.85,-0.0142,-0.0673,-0.9963,1
39821,-0.82,-3.86,-122.85,-0.0146,-0.0673,-0.9962,-1
39885,-0.82,-3.86,-122.85,-0.0146,-0.0672,-0.9963,1
39949,-0.82,-3.86,-122.85,-0.0143,-0.0672,-0.9963,-1
40013,-0.83,-3.86,-122.85,-0.0144,-0.0671,-0.9963,0
40077,-0.83,-3.86,-122.85,-0.0146,-0.0672,-0.9966,1
40141,-0.83,-3.86,-122.85,-0.0146,-0.0672,-0.9968,-1
40205,-0.83,-3.86,-122.85,-0.0142,-0.0672,-0.9968,1
40269,-0.83,-3.86,-122.85,-0.0141,-0.0672,-0.9968,-1
40332,-0.82,-3.86,-122.85,-0.0142,-0.0672,-0.9966,-1
40396,-0.82,-3.86,-122.85,-0.0144,-0.0672,-0.9964,1
40460,-0.82,-3.86,-122.85,-0.0146,-0.0672,-0.9968,-1
40524,-0.82,-3.86,-122.85,-0.0141,-0.0672,-0.9968,1
40588,-0.82,-3.86,-122.85,-0.014,-0.0672,-0.9963,-1
40652,-0.82,-3.86,-122.85,-0.0145,-0.0671,-0.9965,0
40716,-0.82,-3.86,-122.85,-0.0147,-0.0671,-0.9967,1
40780,-0.82,-3.86,-122.85,-0.0144,-0.0671,-0.9961,-1
40844,-0.82,-3.86,-122.85,-0.014,-0.0672,-0.9956,1
40908,-0.82,-3.86,-122.85,-0.0142,-0.0672,-0.996,0
40972,-0.82,-3.86,-122.85,-0.0145,-0.0671,-0.9964,-1
41036,-0.82,-3.86,-122.85,-0.0146,-0.0672,-0.9965,1
41099,-0.83,-3.86,-122.85,-0.0145,-0.0672,-0.9966,-1
41163,-0.83,-3.86,-122.85,-0.0143,-0.0672,-0.9966,1
41227,-0.82,-3.86,-122.85,-0.0143,-0.0672,-0.9967,0
41291,-0.82,-3.86,-122.85,-0.0143,-0.0672,-0.9965,-1
41355,-0.83,-3.86,-122.85,-0.0144,-0.0671,-0.9964,1
41419,-0.83,-3.86,-122.85,-0.0143,-0.0671,-0.9964,-1
41483,-0.82,-3.86,-122.85,-0.0141,-0.0672,-0.9965,1
41547,-0.82,-3.86,-122.85,-0.0142,-0.0672,-0.9962,0
41611,-0.82,-3.86,-122.85,-0.0145,-0.0672,-0.9963,-1
41675,-0.82,-3.86,-122.85,-0.0144,-0.0671,-0.9964,1
41739,-0.82,-3.86,-122.85,-0.0143,-0.0672,-0.9967,-1
41803,-0.82,-3.86,-122.85,-0.0142,-0.0672,-0.9967,0
41866,-0.82,-3.86,-122.85,-0.0142,-0.0672,-0.9965,0
41930,-0.82,-3.86,-122.85,-0.0144,-0.0673,-0.9966,-1
41994,-0.82,-3.86,-122.85,-0.0142,-0.0673,-0.9965,1
42058,-0.82,-3.86,-122.85,-0.014,-0.0672,-0.9964,-1
42122,-0.81,-3.86,-122.85,-0.014,-0.0672,-0.9964,0
42186,-0.81,-3.86,-122.85,-0.0142,-0.0672,-0.9964,0
42250,-0.81,-3.86,-122.85,-0.0144,-0.0672,-0.9965,-1
42314,-0.81,-3.86,-122.85,-0.0142,-0.0672,-0.9963,1
42378,-0.81,-3.86,-122.85,-0.0144,-0.0672,-0.9961,-1
42442,-0.82,-3.86,-122.85,-0.0145,-0.0672,-0.9962,0
42506,-0.82,-3.86,-122.85,-0.0143,-0.0673,-0.9961,0
42570,-0.82,-3.86,-122.85,-0.0141,-0.0673,-0.9957,-1
