time(ms),angle_x(deg),angle_y(deg),angle_z(deg),acc_x(g),acc_y(g),acc_z(g),motor_pos
42633,-0.82,-3.86,-122.85,-0.014,-0.0673,-0.9957,1
42697,-0.82,-3.86,-122.85,-0.0142,-0.0672,-0.9961,-1
42761,-0.82,-3.86,-122.85,-0.0145,-0.0672,-0.9965,0
42825,-0.82,-3.86,-122.85,-0.0145,-0.0672,-0.9965,1
42889,-0.82,-3.86,-122.85,-0.0145,-0.0672,-0.9966,-1
42953,-0.82,-3.86,-122.85,-0.0142,-0.0672,-0.9966,1
43017,-0.82,-3.86,-122.85,-0.0143,-0.0672,-0.9967,-1
43081,-0.82,-3.86,-122.85,-0.0145,-0.0672,-0.9963,-1
43145,-0.83,-3.86,-122.85,-0.0144,-0.0672,-0.9965,1
43209,-0.83,-3.86,-122.85,-0.0144,-0.0672,-0.9971,-1
43273,-0.82,-3.86,-122.85,-0.0142,-0.0672,-0.9961,1
43336,-0.82,-3.86,-122.85,-0.0141,-0.0672,-0.9957,-1
43400,-0.82,-3.86,-122.85,-0.0145,-0.0672,-0.9961,-1
43464,-0.82,-3.86,-122.85,-0.0145,-0.0672,-0.9963,1
43528,-0.82,-3.86,-122.85,-0.0144,-0.0672,-0.9965,-1
43592,-0.82,-3.86,-122.85,-0.0142,-0.0672,-0.9964,1
43656,-0.82,-3.86,-122.85,-0.0142,-0.0672,-0.9962,-1
43720,-0.82,-3.86,-122.85,-0.0143,-0.0672,-0.9961,-1
43784,-0.82,-3.86,-122.85,-0.0143,-0.0672,-0.9961,37
43848,-0.83,-3.86,-122.85,-0.0181,-0.0672,-0.9966,650
43912,-0.9,-3.86,-122.85,-0.028,-0.0671,-0.9969,2009
43976,-1.04,-3.86,-122.85,-0.0336,-0.067,-0.9967,4201
44039,-1.2,-3.86,-122.85,-0.0332,-0.0671,-0.9965,7195
44103,-1.36,-3.85,-122.85,-0.0339,-0.0671,-0.9964,10968
44167,-1.53,-3.85,-122.85,-0.0354,-0.067,-0.9962,15616
44231,-1.7,-3.85,-122.85,-0.0355,-0.0671,-0.996,21045
44295,-1.86,-3.85,-122.85,-0.0352,-0.0671,-0.9961,27295
44359,-1.96,-3.85,-122.85,-0.0349,-0.0671,-0.9963,34372
44423,-1.98,-3.85,-122.85,-0.0344,-0.0671,-0.9963,42253
44487,-1.99,-3.85,-122.85,-0.0352,-0.0671,-0.9961,50976
44551,-2.01,-3.85,-122.85,-0.0349,-0.0671,-0.9962,60525
44615,-2,-3.85,-122.85,-0.0339,-0.0671,-0.9964,70838
44679,-1.99,-3.85,-122.85,-0.0334,-0.0671,-0.9965,81972
44743,-1.97,-3.85,-122.85,-0.0343,-0.0671,-0.9966,94046
44807,-1.97,-3.85,-122.85,-0.0349,-0.067,-0.9965,106781
44870,-1.98,-3.85,-122.85,-0.0354,-0.067,-0.9967,120437
44934,-1.99,-3.85,-122.85,-0.0372,-0.067,-0.9968,134826
44998,-2.01,-3.85,-122.85,-0.0362,-0.067,-0.9967,150066
45062,-2.01,-3.85,-122.85,-0.034,-0.067,-0.9965,166079
45126,-2.02,-3.85,-122.85,-0.0344,-0.0671,-0.9962,183041
45190,-2.03,-3.85,-122.85,-0.0351,-0.0671,-0.996,200746
45254,-2.03,-3.85,-122.85,-0.0356,-0.067,-0.9962,219207
45318,-2.04,-3.85,-122.85,-0.0356,-0.067,-0.9963,238552
45382,-2.03,-3.85,-122.85,-0.0354,-0.067,-0.9965,258775
45446,-2.01,-3.85,-122.85,-0.0346,-0.067,-0.9965,279620
45510,-2.01,-3.85,-122.85,-0.0349,-0.067,-0.9961,301426
45573,-2.01,-3.85,-122.85,-0.0347,-0.067,-0.9962,324030
45637,-2.01,-3.85,-122.85,-0.0337,-0.0671,-0.9964,347449
45701,-2,-3.85,-122.84,-0.034,-0.0671,-0.9962,371734
45765,-2,-3.85,-122.84,-0.034,-0.067,-0.9963,396738
45829,-2,-3.85,-122.84,-0.0316,-0.067,-0.9962,422154
45893,-2,-3.85,-122.84,-0.0246,-0.0671,-0.9962,447726
45957,-2,-3.85,-122.84,-0.0179,-0.0671,-0.9964,473340
46021,-2,-3.85,-122.84,-0.0131,-0.0672,-0.9963,498890
46085,-2,-3.85,-122.84,-0.0115,-0.0671,-0.9961,524519
46149,-2,-3.84,-122.84,-0.0131,-0.0671,-0.9962,550064
46213,-1.99,-3.84,-122.84,-0.014,-0.067,-0.9964,575595
46276,-1.99,-3.84,-122.84,-0.0133,-0.067,-0.9962,601230
46340,-1.99,-3.84,-122.84,-0.0135,-0.067,-0.9962,626855
46404,-1.99,-3.84,-122.84,-0.0145,-0.067,-0.9963,652356
46468,-0.76,-3.85,-122.84,-0.0127,-0.0671,-0.9963,677925
46532,-0.76,-3.85,-122.84,-0.0116,-0.067,-0.9963,703482
46596,-0.76,-3.85,-122.84,-0.0146,-0.0669,-0.9964,729061
46660,-0.77,-3.84,-122.85,-0.0176,-0.0669,-0.9965,754729
46724,-0.77,-3.84,-122.85,-0.0171,-0.0669,-0.9963,780222
46788,-0.77,-3.84,-122.85,-0.0131,-0.0669,-0.9962,805768
46852,-0.76,-3.84,-122.84,-0.0072,-0.0668,-0.9962,830615
46916,-0.76,-3.83,-122.84,-0.0001,-0.0668,-0.9965,854817
46980,-0.76,-3.83,-122.84,0.0049,-0.0668,-0.9967,878109
47043,-0.76,-3.83,-122.84,0.0057,-0.0668,-0.9966,900669
47107,-0.76,-3.82,-122.84,0.0062,-0.0667,-0.9967,922328
47171,-0.76,-3.82,-122.85,0.0059,-0.0666,-0.9965,943201
47235,-0.76,-3.82,-122.85,0.0064,-0.0665,-0.9963,963323
47299,-0.76,-3.81,-122.85,0.0068,-0.0665,-0.9961,982546
47363,-0.75,-3.81,-122.84,0.0066,-0.0665,-0.996,1001054
47427,-0.75,-3.81,-122.84,0.0061,-0.0665,-0.9958,1018612
47491,-0.75,-3.81,-122.84,0.0061,-0.0664,-0.9957,1035440
47555,-0.74,-3.81,-122.84,0.0067,-0.0664,-0.996,1051436
47619,-0.74,-3.81,-122.84,0.0067,-0.0663,-0.9964,1066607
47683,-0.74,-3.81,-122.84,0.0062,-0.0663,-0.9965,1080971
47747,-0.74,-3.81,-122.84,0.0059,-0.0664,-0.9966,1094533
47811,-0.74,-3.8,-122.84,0.0066,-0.0663,-0.9964,1107290
47874,-0.74,-3.8,-122.84,0.0073,-0.0662,-0.996,1119155
47939,-0.74,-3.8,-122.83,0.0063,-0.0663,-0.9961,1130179
48002,-0.74,-3.8,-122.83,0.0063,-0.0663,-0.9964,1140482
48066,-0.74,-3.8,-122.84,0.0077,-0.0663,-0.9964,1149905
48130,-0.74,-3.8,-122.84,0.0076,-0.0664,-0.9962,1158507
48194,-0.74,-3.8,-122.84,0.0069,-0.0663,-0.9959,1166343
48258,-0.73,-3.8,-122.84,0.0066,-0.0663,-0.996,1173341
48322,0.4,-3.81,-122.84,0.0075,-0.0663,-0.996,1179511
48386,0.4,-3.81,-122.84,0.0076,-0.0662,-0.9962,1184858
48450,0.41,-3.81,-122.84,0.007,-0.0662,-0.9963,1189422
48514,0.41,-3.81,-122.84,0.0067,-0.0662,-0.9962,1193146
48578,0.41,-3.81,-122.84,0.0073,-0.0663,-0.9967,1196059
48641,0.41,-3.8,-122.84,0.0071,-0.0663,-0.9967,1198140
48705,0.41,-3.8,-122.84,0.0071,-0.0663,-0.9962,1199423
48769,0.41,-3.8,-122.84,0.0068,-0.0662,-0.9956,1199930
48833,0.4,-3.8,-122.84,0.0046,-0.0662,-0.9959,1199999
48897,0.35,-3.8,-122.84,-0.003,-0.0661,-0.9969,1200003
48961,0.23,-3.8,-122.84,-0.0108,-0.0661,-0.9971,1200001
49025,0.08,-3.8,-122.84,-0.0134,-0.0661,-0.9964,1200002
49089,-0.1,-3.8,-122.84,-0.0137,-0.0661,-0.9963,1200001
49153,-0.27,-3.8,-122.84,-0.0137,-0.0661,-0.9963,1200000
49217,-0.44,-3.8,-122.84,-0.0137,-0.0661,-0.9963,1200001
49281,-0.6,-3.79,-122.84,-0.0136,-0.0661,-0.9964,1200000
49344,-0.73,-3.79,-122.84,-0.0135,-0.0661,-0.9963,1200000
49408,-0.77,-3.79,-122.84,-0.0137,-0.0661,-0.9964,1200000
49472,-0.78,-3.79,-122.84,-0.0138,-0.0661,-0.9965,1200000
49536,-0.78,-3.79,-122.84,-0.0139,-0.0661,-0.997,1200001
49600,-0.79,-3.79,-122.84,-0.0139,-0.0661,-0.9968,1200000
49664,-0.79,-3.79,-122.84,-0.0137,-0.066,-0.9963,1200000
49728,-0.79,-3.79,-122.84,-0.0136,-0.066,-0.9961,1200000
49792,-0.79,-3.79,-122.84,-0.0137,-0.066,-0.9961,1200000
49856,-0.79,-3.79,-122.84,-0.0137,-0.066,-0.9963,1200000
49920,-0.79,-3.79,-122.84,-0.0137,-0.0661,-0.9962,1200000
49984,-0.79,-3.79,-122.84,-0.0137,-0.0661,-0.9963,1200000
50047,-0.79,-3.79,-122.84,-0.0138,-0.0661,-0.9967,1200000
50111,-0.79,-3.79,-122.84,-0.0137,-0.0661,-0.9966,1200000
50175,-0.79,-3.79,-122.84,-0.0136,-0.0661,-0.9964,1200001
50239,-0.79,-3.79,-122.84,-0.0138,-0.0661,-0.9965,1200000
50303,-0.79,-3.79,-122.84,-0.0137,-0.0661,-0.9966,1200000
50367,-0.79,-3.79,-122.84,-0.0135,-0.0661,-0.9967,1200000
50431,-0.78,-3.79,-122.84,-0.0136,-0.066,-0.9969,1200000
50495,-0.78,-3.79,-122.84,-0.0136,-0.066,-0.9966,1200000
50559,-0.78,-3.79,-122.84,-0.0135,-0.066,-0.9966,1200000
50623,-0.78,-3.79,-122.84,-0.0136,-0.066,-0.9968,1200000
50687,-0.78,-3.79,-122.84,-0.0137,-0.066,-0.9969,1200000
50751,-0.78,-3.79,-122.84,-0.0137,-0.0661,-0.9968,1199999
50815,-0.78,-3.79,-122.84,-0.0137,-0.0661,-0.9964,1200000
50878,-0.78,-3.79,-122.84,-0.0137,-0.066,-0.9964,1200000
50943,-0.78,-3.79,-122.84,-0.0136,-0.0661,-0.9964,1200000
51006,-0.78,-3.79,-122.84,-0.0137,-0.0661,-0.9968,1200000
51070,-0.78,-3.79,-122.84,-0.0137,-0.0661,-0.997,1199999
51134,-0.79,-3.79,-122.84,-0.0137,-0.0661,-0.9967,1200000
51198,-0.78,-3.79,-122.84,-0.0136,-0.066,-0.9964,1200000
51262,-0.78,-3.79,-122.84,-0.0135,-0.066,-0.9963,1200000
51326,-0.78,-3.79,-122.84,-0.0137,-0.0661,-0.9963,1200000
51390,-0.78,-3.79,-122.84,-0.0137,-0.0661,-0.9963,1200000
51454,-0.78,-3.79,-122.84,-0.0134,-0.066,-0.996,1200000
51517,-0.78,-3.79,-122.84,-0.0134,-0.066,-0.9961,1200000
51581,-0.78,-3.79,-122.84,-0.0135,-0.066,-0.9962,1200000
51645,-0.78,-3.79,-122.84,-0.0134,-0.0661,-0.9959,1200000
51709,-0.78,-3.79,-122.84,-0.0135,-0.0661,-0.9961,1200000
51773,-0.78,-3.8,-122.84,-0.0137,-0.0661,-0.9963,1200000
51837,-0.78,-3.79,-122.84,-0.0136,-0.0661,-0.9963,1200000
51901,-0.78,-3.79,-122.84,-0.0136,-0.0661,-0.9964,1200000
51965,-0.78,-3.79,-122.84,-0.0137,-0.0661,-0.9965,1200000
52029,-0.78,-3.79,-122.84,-0.0137,-0.0661,-0.9965,1200000
52093,-0.78,-3.79,-122.84,-0.0136,-0.066,-0.9963,1200000
52157,-0.78,-3.79,-122.84,-0.0135,-0.066,-0.9962,1200000
52221,-0.78,-3.79,-122.84,-0.0136,-0.066,-0.9964,1200000
52284,-0.78,-3.79,-122.84,-0.0135,-0.066,-0.9964,1200000
52348,-0.78,-3.79,-122.84,-0.0135,-0.066,-0.9964,1200000
52412,-0.78,-3.79,-122.84,-0.0136,-0.0661,-0.9964,1200000
52476,-0.78,-3.79,-122.84,-0.0136,-0.0661,-0.9964,1200000
52540,-0.78,-3.79,-122.84,-0.0137,-0.066,-0.9964,1200000
52604,-0.78,-3.79,-122.84,-0.0138,-0.066,-0.9967,1200000
52668,-0.78,-3.79,-122.84,-0.0137,-0.066,-0.9967,1200000
52732,-0.78,-3.79,-122.84,-0.0137,-0.066,-0.9966,1200000
52796,-0.78,-3.79,-122.84,-0.0136,-0.066,-0.9964,1200000
52860,-0.79,-3.79,-122.84,-0.0137,-0.0661,-0.9962,1200000
52924,-0.79,-3.79,-122.84,-0.0137,-0.0661,-0.9961,1200000
52988,-0.79,-3.79,-122.84,-0.0135,-0.0661,-0.9962,1200000
53051,-0.78,-3.79,-122.84,-0.0134,-0.0661,-0.9961,1200000
53115,-0.78,-3.79,-122.84,-0.0135,-0.0661,-0.9961,1200000
53179,-0.78,-3.79,-122.84,-0.0137,-0.0661,-0.9963,1200000
53243,-0.78,-3.79,-122.84,-0.0137,-0.0661,-0.9965,1200000
53307,-0.78,-3.79,-122.84,-0.0137,-0.0661,-0.9964,1200000
53371,-0.78,-3.79,-122.84,-0.0137,-0.0661,-0.9962,1200000
53435,-0.78,-3.79,-122.84,-0.0137,-0.0661,-0.9962,1200000
53499,-0.78,-3.79,-122.84,-0.0136,-0.066,-0.9964,1200000
53563,-0.78,-3.79,-122.84,-0.0136,-0.066,-0.9965,1200000
53627,-0.78,-3.79,-122.84,-0.0136,-0.0661,-0.9964,1200000
53691,-0.78,-3.79,-122.84,-0.0135,-0.0661,-0.9963,1200000
53755,-0.78,-3.79,-122.84,-0.0135,-0.0661,-0.9963,1200000
53819,-0.78,-3.79,-122.84,-0.0136,-0.0661,-0.9964,1200000
53883,-0.78,-3.79,-122.84,-0.0136,-0.0661,-0.9963,1199988
53947,-0.77,-3.79,-122.84,-0.011,-0.0661,-0.9962,1199537
54010,-0.72,-3.8,-122.84,-0.002,-0.0662,-0.9961,1198339
54074,-0.59,-3.8,-122.84,0.0039,-0.0662,-0.9965,1196381
54138,-0.44,-3.8,-122.84,0.0051,-0.0662,-0.9968,1193564
54202,-0.28,-3.8,-122.84,0.0057,-0.0662,-0.9967,1189969
54266,-0.11,-3.8,-122.84,0.0065,-0.0662,-0.9967,1185535
54330,0.06,-3.8,-122.84,0.0071,-0.0662,-0.9964,1180261
54394,0.21,-3.8,-122.84,0.0071,-0.0662,-0.9963,1174212
54458,0.32,-3.8,-122.84,0.0068,-0.0662,-0.9962,1167310
54522,0.35,-3.8,-122.84,0.0059,-0.0662,-0.9966,1159611
54585,0.37,-3.8,-122.84,0.0064,-0.0662,-0.9965,1151097
54649,0.37,-3.8,-122.84,0.0065,-0.0662,-0.9958,1141780
54713,0.38,-3.8,-122.84,0.0069,-0.0663,-0.996,1131616
54777,0.39,-3.8,-122.84,0.0075,-0.0663,-0.9964,1120651
54841,0.39,-3.8,-122.84,0.0064,-0.0663,-0.9965,1108871
54905,0.38,-3.81,-122.84,0.0066,-0.0663,-0.9963,1096220
54969,0.38,-3.81,-122.84,0.0064,-0.0663,-0.9964,1082846
55033,0.37,-3.81,-122.84,0.0039,-0.0663,-0.9966,1068579
55097,0.35,-3.81,-122.84,0.0043,-0.0662,-0.9965,1053553
55161,0.34,-3.81,-122.84,0.0069,-0.0663,-0.9965,1037640
55225,0.34,-3.81,-122.84,0.0074,-0.0663,-0.9965,1020951
55289,0.34,-3.81,-122.84,0.0071,-0.0664,-0.9964,1003442
55352,0.35,-3.81,-122.84,0.0068,-0.0664,-0.9963,985141
55416,0.35,-3.81,-122.84,0.0057,-0.0665,-0.9963,965991
55480,0.35,-3.81,-122.84,0.0066,-0.0665,-0.9965,946034
55544,0.35,-3.81,-122.84,0.0079,-0.0665,-0.9965,925179
55608,0.34,-3.81,-122.84,0.0069,-0.0665,-0.9964,903644
55672,0.34,-3.81,-122.84,0.0058,-0.0664,-0.9964,881240
55736,0.38,-3.82,-122.84,0.0057,-0.0664,-0.9964,857902
55800,0.38,-3.82,-122.84,0.0072,-0.0666,-0.9964,833915
55864,0.38,-3.82,-122.84,0.0062,-0.0668,-0.9964,809100
55928,0.38,-3.83,-122.84,0.0034,-0.0667,-0.9963,783624
55992,0.38,-3.83,-122.84,-0.0023,-0.0667,-0.9962,758073
56056,0.38,-3.83,-122.84,-0.0068,-0.0668,-0.9962,732532
56119,0.37,-3.83,-122.84,-0.0105,-0.0668,-0.9963,706988
56183,0.37,-3.84,-122.84,-0.0146,-0.0668,-0.9963,681405
56247,0.37,-3.84,-122.84,-0.0179,-0.0668,-0.9963,655776
56311,0.37,-3.84,-122.84,-0.0174,-0.0668,-0.9963,630258
56375,0.37,-3.84,-122.84,-0.0132,-0.0669,-0.9963,604733
56439,0.37,-3.84,-122.83,-0.0111,-0.0669,-0.9963,579158
56503,0.37,-3.85,-122.83,-0.0115,-0.067,-0.9964,553509
56567,0.37,-3.85,-122.83,-0.0138,-0.067,-0.9965,527969
56631,0.37,-3.85,-122.83,-0.0156,-0.067,-0.9965,502371
56695,-0.82,-3.84,-122.83,-0.0159,-0.067,-0.9966,476831
56759,-0.8,-3.84,-122.83,-0.0137,-0.0671,-0.9965,451246
56823,-0.81,-3.85,-122.83,-0.0115,-0.0671,-0.9964,425614
56886,-0.81,-3.85,-122.83,-0.0125,-0.0672,-0.9965,400108
56950,-0.81,-3.85,-122.83,-0.0182,-0.0671,-0.9966,374991
57014,-0.87,-3.85,-122.83,-0.0267,-0.0671,-0.9964,350766
57078,-0.88,-3.85,-122.83,-0.0322,-0.067,-0.9962,327165
57142,-0.88,-3.85,-122.83,-0.0342,-0.067,-0.9961,304498
57206,-0.88,-3.85,-122.83,-0.0344,-0.067,-0.9961,282602
57270,-0.88,-3.85,-122.84,-0.035,-0.067,-0.9963,261529
57334,-0.88,-3.85,-122.84,-0.0344,-0.067,-0.9963,241211
57398,-0.89,-3.85,-122.84,-0.0344,-0.067,-0.9963,221822
57462,-0.89,-3.85,-122.84,-0.0347,-0.067,-0.9963,203180
57526,-0.89,-3.85,-122.84,-0.0351,-0.0669,-0.9963,185370
57589,-0.89,-3.85,-122.84,-0.0357,-0.0669,-0.9962,168379
57654,-0.89,-3.85,-122.84,-0.0358,-0.067,-0.9963,152210
57717,-0.89,-3.86,-122.83,-0.0353,-0.067,-0.9963,136760
57781,-0.9,-3.86,-122.83,-0.0344,-0.0671,-0.9964,122292
57845,-0.9,-3.86,-122.83,-0.0343,-0.0672,-0.9965,108606
57909,-0.9,-3.86,-122.83,-0.0342,-0.0671,-0.9964,95677
57973,-0.9,-3.86,-122.83,-0.0337,-0.0671,-0.9963,83582
58037,-1.99,-3.85,-122.83,-0.0343,-0.0671,-0.9964,72323
58101,-1.98,-3.85,-122.83,-0.0345,-0.0671,-0.9966,61856
58165,-1.97,-3.85,-122.83,-0.0332,-0.0671,-0.9967,52223
58229,-1.95,-3.85,-122.83,-0.0332,-0.0671,-0.9966,43369
58293,-1.95,-3.85,-122.83,-0.0337,-0.0671,-0.9963,35392
58357,-1.94,-3.85,-122.83,-0.0343,-0.0671,-0.9962,28211
58420,-1.95,-3.85,-122.83,-0.0352,-0.0671,-0.9964,21829
58484,-1.96,-3.85,-122.83,-0.0355,-0.0671,-0.9965,16298
58548,-1.96,-3.85,-122.83,-0.035,-0.0672,-0.9963,11548
58612,-1.97,-3.85,-122.83,-0.035,-0.0671,-0.9964,7645
58676,-1.99,-3.85,-122.83,-0.0349,-0.067,-0.9964,4542
58740,-2,-3.85,-122.83,-0.0349,-0.067,-0.9964,2272
58804,-2.01,-3.85,-122.83,-0.0347,-0.0671,-0.9965,807
58868,-2.01,-3.85,-122.83,-0.0348,-0.0671,-0.9966,154
58932,-2,-3.85,-122.83,-0.033,-0.0671,-0.9965,6
58996,-1.95,-3.85,-122.83,-0.026,-0.0672,-0.9965,-1
59060,-1.85,-3.85,-122.83,-0.0185,-0.0672,-0.9964,-1
59123,-1.7,-3.85,-122.83,-0.015,-0.0673,-0.9963,-1
59187,-1.53,-3.86,-122.83,-0.0143,-0.0672,-0.9964,-1
59251,-1.37,-3.86,-122.83,-0.0142,-0.0673,-0.9965,-1
59315,-1.2,-3.86,-122.83,-0.0143,-0.0673,-0.9966,0
59379,-1.04,-3.86,-122.83,-0.0144,-0.0672,-0.9965,-1
59443,-0.91,-3.86,-122.83,-0.0142,-0.0672,-0.9965,1
59507,-0.84,-3.86,-122.83,-0.0143,-0.0672,-0.9965,-1
59571,-0.82,-3.86,-122.83,-0.0146,-0.0672,-0.9968,0
59635,-0.82,-3.86,-122.83,-0.0146,-0.0672,-0.9969,1
59699,-0.83,-3.86,-122.83,-0.0144,-0.0672,-0.9969,-1
59763,-0.83,-3.86,-122.83,-0.0144,-0.0671,-0.9969,1
59826,-0.83,-3.86,-122.83,-0.0146,-0.0671,-0.9965,0
59890,-0.83,-3.86,-122.83,-0.0146,-0.0671,-0.9964,-1
59954,-0.83,-3.86,-122.83,-0.0142,-0.0672,-0.9965,1
60018,-0.83,-3.86,-122.83,-0.0142,-0.0673,-0.9965,-1
60082,-0.83,-3.86,-122.83,-0.0145,-0.0672,-0.9966,0
60146,-0.83,-3.86,-122.83,-0.0144,-0.0672,-0.9965,0
60210,-0.83,-3.86,-122.83,-0.0143,-0.0673,-0.9964,-1
60274,-0.82,-3.86,-122.83,-0.0142,-0.0673,-0.9963,1
60338,-0.82,-3.86,-122.83,-0.0145,-0.0672,-0.9962,-1
60402,-0.82,-3.86,-122.83,-0.0145,-0.0672,-0.996,0
60466,-0.83,-3.86,-122.83,-0.0141,-0.0671,-0.9958,1
60530,-0.82,-3.86,-122.83,-0.0142,-0.0672,-0.9962,-1
60593,-0.82,-3.86,-122.83,-0.0143,-0.0672,-0.9962,1
60657,-0.82,-3.86,-122.83,-0.0144,-0.0672,-0.9964,-1
60721,-0.82,-3.86,-122.83,-0.0144,-0.0672,-0.9964,-1
60785,-0.82,-3.86,-122.83,-0.0142,-0.0672,-0.9963,1
60849,-0.82,-3.86,-122.83,-0.0143,-0.0672,-0.9965,-1
60913,-0.82,-3.86,-122.83,-0.0144,-0.0672,-0.9967,1
60977,-0.82,-3.86,-122.83,-0.0145,-0.0672,-0.9965,0
61041,-0.82,-3.86,-122.83,-0.0143,-0.0672,-0.9962,-1
61105,-0.82,-3.86,-122.83,-0.0142,-0.0672,-0.9962,1
61169,-0.82,-3.86,-122.83,-0.0146,-0.0672,-0.9965,-1
61233,-0.82,-3.86,-122.83,-0.0146,-0.0672,-0.9966,0
61296,-0.83,-3.86,-122.83,-0.0142,-0.0672,-0.9962,0
61360,-0.83,-3.86,-122.83,-0.0143,-0.0672,-0.9963,-1
61424,-0.82,-3.86,-122.83,-0.0143,-0.0672,-0.9967,1
61488,-0.82,-3.86,-122.83,-0.0142,-0.0673,-0.9965,-1
61552,-0.82,-3.86,-122.83,-0.0141,-0.0673,-0.9962,0
61616,-0.82,-3.86,-122.83,-0.0143,-0.0672,-0.9962,1
61680,-0.82,-3.86,-122.83,-0.0144,-0.0672,-0.9964,-1
61744,-0.82,-3.86,-122.83,-0.0142,-0.0673,-0.9965,1
61808,-0.82,-3.86,-122.83,-0.0143,-0.0672,-0.9964,0
61872,-0.82,-3.86,-122.83,-0.0145,-0.0672,-0.9964,-1
61936,-0.82,-3.86,-122.83,-0.0144,-0.0672,-0.9964,1
62000,-0.82,-3.86,-122.83,-0.0144,-0.0672,-0.9964,-1
62063,-0.82,-3.86,-122.83,-0.0145,-0.0671,-0.9964,1
62127,-0.83,-3.86,-122.83,-0.0145,-0.0671,-0.9964,0
62191,-0.83,-3.86,-122.83,-0.0142,-0.0671,-0.9963,-1
62255,-0.83,-3.86,-122.83,-0.0141,-0.0672,-0.9963,1
62319,-0.82,-3.86,-122.83,-0.0144,-0.0672,-0.9964,-1
62383,-0.82,-3.86,-122.83,-0.0144,-0.0672,-0.9965,0
62447,-0.82,-3.86,-122.83,-0.0143,-0.0672,-0.9963,1
62511,-0.82,-3.86,-122.83,-0.0142,-0.0672,-0.9965,-1
62575,-0.82,-3.86,-122.83,-0.0143,-0.0672,-0.9966,1
62639,-0.82,-3.86,-122.83,-0.0144,-0.0672,-0.9964,-1
62703,-0.82,-3.86,-122.83,-0.0143,-0.0672,-0.9963,-1
62766,-0.82,-3.86,-122.83,-0.0141,-0.0671,-0.9963,1
62831,-0.82,-3.86,-122.83,-0.0143,-0.0671,-0.9963,-1
62895,-0.82,-3.86,-122.83,-0.0143,-0.0672,-0.9963,1
62958,-0.82,-3.86,-122.83,-0.0141,-0.0672,-0.9963,0
63022,-0.82,-3.86,-122.83,-0.0142,-0.0673,-0.9963,-1
63086,-0.82,-3.86,-122.83,-0.0144,-0.0674,-0.9963,1
63150,-0.82,-3.86,-122.83,-0.0144,-0.0673,-0.9963,-1
63214,-0.82,-3.86,-122.83,-0.0142,-0.0672,-0.9963,0
63278,-0.82,-3.86,-122.83,-0.0142,-0.0672,-0.9964,0
63342,-0.82,-3.86,-122.83,-0.0143,-0.0671,-0.9963,-1
63406,-0.82,-3.86,-122.83,-0.0142,-0.0671,-0.9962,1
63470,-0.82,-3.86,-122.83,-0.0141,-0.0672,-0.9963,-1
63533,-0.82,-3.86,-122.83,-0.0143,-0.0672,-0.9963,0
63597,-0.82,-3.86,-122.83,-0.0144,-0.0672,-0.9963,1
63661,-0.82,-3.86,-122.83,-0.0144,-0.0672,-0.9963,-1
63725,-0.82,-3.86,-122.83,-0.0143,-0.0672,-0.9964,1
63789,-0.82,-3.86,-122.83,-0.0144,-0.0671,-0.9963,0
63853,-0.82,-3.86,-122.83,-0.0145,-0.0672,-0.9961,-1
